nome_organizacao,descricao_organizacao,categoria_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio,papel_no_ecossistema,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,missoes_finais,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca,incentivos_fiscais_municipio,orgao_responsavel_cti,tipo_organizacao,contato_divulgacao_cientifica,possui_nit,areas_expertise,tese_investimento,num_startups_investidas,programas_desenvolvimento,modelo_negocio,segmentacao_clientes,numero_funcionarios,fase_investimento_captada,busca_investimento,linkedin_url,preferencia_segmento,beneficios_programa,investimento_medio_startup,exige_equity
VMIS,"Com início de atividades no Brasil desde 1985, o Grupo VMI, genuinamente brasileiro, desenvolve tecnologias para geração de imagens, através de raios X. O grupo VMI iniciou com desenvolvimentos de equipamentos para diagnóstico por imagem utilizando raios X para área médica e posteriormente ampliou sua área de atuação utilizando a tecnologia obtida através de pesquisas e desenvolvimento criando a área de segurança. O grupo VMI, foi uma das primeiras empresas no Brasil a fabricar inteiramente equipamentos de diagnóstico por imagem e a única empresa da américa latina a fabricar e desenvolver software para equipamentos de raios X para inspeções de volumes e veículos. Em 1989, foi criado um projeto, até então inédito no Brasil, o qual contou com o respaldo do amplo domínio tecnológico, detido pelo Grupo VMI, na geração de imagens através de raios X. Neste contexto, a VMI desenvolveu o primeiro scanner de bagagens, Espectro 150, totalmente projetado e fabricado no Brasil, em parceria com Infraero, a qual forneceu importantes informações a respeito das necessidades e expectativas do mercado brasileiro quanto a utilização destes equipamentos. Assim, no período de testes, este projeto foi amplamente divulgado em mídia nacional, consagrando, dessa forma, a sua importância e pioneirismo. Devido ao grande desenvolvimento da área de segurança e o espirito inovador do grupo, em 2002 foi criada a VMI Sistemas de Segurança, a qual estabeleceu alianças com grandes empresas internacionais, proporcionando assim um portfólio completo de produtos de segurança. A partir de então foram desenvolvidas várias inovações nos produtos. Dentre elas podemos citar: A integração entre o equipamento de inspeção corporal (Bodyscan) e balança de bioimpedância. O Bodyscan possui três técnicas pré-configuradas para inspeção do indivíduo e fica a cargo do operador escolher uma delas no momento da inspeção. Essa escolha é feita de acordo com o biotipo da pessoa que será inspecionada, porém essa decisão cabia a um ser humano que poderia não escolher a técnica adequada. Após essa integração o com a balança de bioimpedância, o indivíduo
que será inspecionado sobe na mesma e tem seu peso, porcentagem de massa muscular, massa óssea e porcentagem de água do corpo capturados pelo software. Esse por, por sua vez, escolhe a técnica ideal para cada pessoa baseado em dados, evitando que uma pessoa seja exposta a uma técnica incompatível com seu biotipo. A VMI é a única empresa no mundo que possui essa funcionalidade. Outra inovação que pode ser citada é o desenvolvimento do próprio detector de raios X, produto que exigiu uma vasta pesquisa no início do projeto para entender, profundamente, seu princípio de funcionamento. Para esse desenvolvimento foi preciso aprender novas técnicas de projetos eletrônicos, ja´ que o circuito integrado a ser utilizado possuía vários sinais exigindo o desenvolvimento de uma placa com de PCB com seis camadas. Além disso, foi necessário aprender uma nova tecnologia de programação (VHDL) para poder desenvolver o firmware desse componente que utiliza uma FPGA, uma linguagem de baixo nível e pouco difundida. Atualmente está em desenvolvimento do software de inteligência artificial através da rede neural convolucional,
em parceria com ICT, para equipamentos de raios X de inspeção de volumes e pessoas para
identificação automática de objetos ilícitos. Este projeto está´ em fase de testes de eficácia de reconhecimento e ampliação do banco de imagens para aprimoramento do treinamento. A VMI e pioneira e única no Brasil, no desenvolvimento e fabricação nacional de equipamentos raios-x de alta energia para inspeção de caminhões e contêineres com potência de 6MeV, 300 mm de penetração em aço e discriminação de materiais através de dupla energia, no mundo existem somente 5 empresas com essa capacidade.
Recentemente a VMI Sistemas de Segurança desenvolveu em parceira com a FITEC um software para análise automática de imagens de equipamentos de inspeção corporal e de bagagem para identificação de objetos ilícitos ou não permitidos através de Inteligência Artificial convolucional. O desenvolvimento deste software já foi concluído e comercializado para vários clientes, inclusive a VMI já exportou vários equipamentos com esta funcionalidade para outros países como EUA, África do Sul, Singapura, Dubai, Nigéria, Iraque e Brunei. Também foi desenvolvido junto com a FITEC um software completo de aquisição de imagens de raios-x com reconstrução de imagens 3D. Este software tem como o objetivo aprimorar a sensibilidade no diagnóstico de doenças pulmonares como Covid, Pneumonia, Tuberculose entre outras. Este software está e fase de teste em dois hospitais em Belo Horizonte.",Média e Grande Empresa,Eletroeletrônica,,,Executores Diretos das Missões,0,1,1,0,0,1,"M2 Saude, M3 Infra Mobilidade, M6 Defesa Soberania",Sim,Sim,Lagoa Santa,MG,https://i.postimg.cc/wB8f3fCC/logo-vmi1.png,http://www.vmis.com.br,alan@vmis.com.br, , , , , , , , , ,"Inteligência Artificial - A VMI Sistemas de Segurança, possui ampla experiência no desenvolvimento de software para equipamentos de raios X, já tendo desenvolvido para os equipamentos em produção, algoritmos de processamento de imagens para identificação automática de objetos ilícitos. Atualmente está em desenvolvimento do software de inteligência artificial através da rede neural convolucional, para equipamentos de raios X de inspeção de volumes e de pessoas para identificação automática de objetos ilícitos. Spectrum 3 - A VMI Sistemas de Segurança, reconhecida como uma das empresas líderes mundiais na fabricação e desenvolvimento de tecnologias de raios X, está em constante inovação e desenvolvimento de soluções em inspeções de segurança, apresentando os melhores produtos em qualquer âmbito de atuação no ramo de raio X.
Utilizando a tecnologia de raios X para ampliação da segurança e elevação da eficiência de diversos segmentos, a VMI é responsável pelo fornecimento de soluções para inspeção de objetos, indivíduos, cargas e contêineres por meio de escâneres de raios X, possibilitando a identificação de quaisquer objetos ou substâncias ilícitas presentes, subtraindo a necessidade de inspeções manuais. Estes equipamentos são comumente utilizados em aeroportos, portos, penitenciárias, controle de fronteiras, dentre outras aplicações.
Os equipamentos fornecidos pela VMI são capazes de gerar e exibir imagens radiográficas em tempo real, permitindo a inspeção destas por um profissional qualificado. As imagens podem ser apresentadas em um ou dois monitores, conforme o tipo do equipamento: Dual View (dois monitores) ou Single View (um ou dois monitores).
De forma a assegurar a posição de liderança, conquistada ao longo das últimas décadas, a VMI investe constantemente na mais alta tecnologia disponível para os equipamentos fornecidos, buscando atender às necessidades e particularidades de todos os seus clientes.
Os equipamentos desenvolvidos pela VMI utilizam um sistema de inspeção que permite a emissão de um feixe de raio X que penetra o objeto inspecionado, por meio do acionamento de um gerador que é traduzido por detectores de alto desempenho. Estas ações resultam na exibição de imagens em alta qualidade e nitidez, que permitem a rápida identificação de objetos suspeitos ou perigosos pelos operadores. Os objetos inspecionados são classificados e colorizados automaticamente com cores pré-definidas, considerando as características dos tipos de materiais e densidade, a fim de facilitar o processo de identificação de ameaças ou vulnerabilidades.
No entanto, os equipamentos fornecidos atualmente pela VMI possuem uma solução monolítica em seu sistema de inspeção, onde a arquitetura foi desenvolvida em camadas, toda a aplicação é executada em uma mesma máquina e os módulos compartilham recursos de processamento, memória, banco de dados e arquivos. Sendo assim, todas as funções de negócio estão implementadas em um único processo e, ao longo do tempo, notou-se que o sistema foi crescendo e tornando-se cada vez mais complexo, maximizando o consumo de recursos e exigindo desafios substanciais para sua manutenção, que se tornou mais cara e lenta. 6040 P3D - Os equipamentos fornecidos pela VMI são capazes de gerar imagens radiográficas e exibi-las em tempo real, de modo que estas possam ser inspecionadas por um profissional qualificado. As imagens podem ser apresentadas em um ou dois monitores, conforme o tipo do equipamento: Dual View (dois monitores) ou Single View (um ou dois monitores).
De forma a assegurar a posição de liderança que conquistou ao longo das últimas décadas, a VMI investe constantemente na mais alta tecnologia disponível para os equipamentos fornecidos, buscando atender às necessidades e particularidades de todos os seus clientes.
Cada tipo de equipamento construído pela VMI faz uso de um sistema de inspeção que permite, por meio do acionamento de um gerador, emitir um feixe de raio X que penetra o objeto inspecionado, traduzido por detectores de alto desempenho. O resultado destas ações é a exibição de imagens em alta qualidade e nitidez, que permitem rapidamente a identificação de objetos suspeitos ou perigosos pelos operadores. Conforme os tipos de materiais e densidade dos objetos inspecionados, estes são classificados e colorizados automaticamente com cores pré-definidas, a fim de facilitar o processo de identificação de ameaças ou vulnerabilidades.
No entanto, até o momento a VMI não havia desenvolvido um equipamento de inspeção por raios X single view com a imagem adquirida com uma perspectiva 3D.
Visto que apenas um concorrente possui essa tecnologia, isso será um diferencial para a empresa, pois propulsionará as vendas tanto no mercado nacional quanto no mercado internacional. Devido a isso, é considerado estratégico o desenvolvimento deste equipamento.",,,,,Não,,,,, 
MESI Eng - Agropecuária Sustentável .com.br,Plataforma que conecta compradores e vendedores de Produtos e Soluções que torna o Agro +Sustentável com informações de confiança,Startup,"Agronegócio, Sustentabilidade","Big Data, futuramente Big Data","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,1,0,0,0,1,0,"M1 Agro, M5 Bioeconomia Energia",Sim,Sim,Uberaba,MG,https://i.postimg.cc/nc4ZKvdC/image.png,https://www.AgropecuariaSustentavel.com.br,lindolfomacedo@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Ideiaz,"Marketplace (Atua como intermediário na venda de bem ou serviço entre vendedores e consumidores, geralmente cobrando taxa ou porcentagem do valor total transacionado)",B2B (empresa para empresa),0-1 funcionário,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/showcase/agropecuaria-sustentavel/,,,, 
2BW ANALYTICS INTELIGENCIA DE NEGOCIOS LTDA,"Projeto
Informações da proponente
A 2BW ANALYTICS INTELIGENCIA DE NEGOCIOS LTDA é uma das empresas do Brasil na prestação de serviços profissionais de consultoria em gestão de databases, business intelligence & Analytics, governança e KPI,s e outsourcing de TI contando com uma equipe multidisciplinar de profissionais.
Desenvolvemos em nosso país uma plataforma inovadora de inteligência de dados, Falcon Analytics, transformado os dados em conhecimento. Nossos profissionais são reconhecidos pela integridade, competência e habilidade em transformar seus conhecimentos em soluções empresariais para seus clientes. A Falcon Analytics opera em todo o País, contando com escritórios em Santos - SP, Belo Horizonte – MG, Barcelona - ES e parcerias estratégicas em: Joinville, Brasília, Campinas, Rio de Janeiro, Salvador, Manaus.
Informações do coordenador do projeto
O coordenador do projeto será o Eduardo Faria Leão, sócio da 2BW e com mais de 23 anos experiência na área de tecnologia. Especialista e pós-graduado em BI, é um profissional pragmático que tem o entusiasmo dos processos de inovação aliado a concretização de MVPs e projetos para o mercado.
Justificativa
Software se tornou a principal fonte para soluções empresariais, pois é uma forma ágil, flexível e leve de implementar soluções. O mercado fotovoltaico, que cresce no mundo a olhos vistos, é conhecido por operações que envolvem equipamentos e sistemas de diversos fabricantes. Quanto mais diversa é a quantidade de fornecedores, maior a necessidade de integrações. Nosso objetivo com o produto Action.Sun é atender a demandas de supervisão, automação, controle e análise de dados de pós-operação, todas em uma única solução. O produto Action.Sun já é comercializado no Brasil e exterior, mas desejamos expandir sua entrega de soluções inserindo a capacidade de análise de dados e disponibilização de informações em tela. Com esse incremento, devemos ter em mãos um produto com ainda mais apelo de venda.
Informações sobre o projeto
Título: Action.Sun - mineração e análise de dados de operações fotovoltaicas
Resumo: Construção de funções de análise de dados e inteligência artificial para realização de análises de pós-operação para operações fotovoltaicas, complementando funções de supervisão e automação de operação (power plant controller).
Palavras-chaves: data analytics, inteligência artificial, dashboards gerenciais, business intelligence, geração fotovoltaica.
Objetivos:
Concluir roadmap previsto para a função de análise de dados do Action.Sun.
Obter feedback de nossos clientes a fim de amparar melhorias e realizar correções.
Aumentar nosso volume de vendas para o mercado fotovoltaico.
Grau de inovação: melhoria e revisão de produto existente, ou seja, incremental. Nossa missão é entregar em uma solução única os produtos SCADA (supervisão), power plant controller (automação da operação) e data analytics (gestão de pós-operação).
Estágio de desenvolvimento do produto: TRL 7 – Demonstração de protótipo do sistema em ambiente operacional.",Startup,Energia,"IOT (Internet das Coisas), Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,1,0,0,1,0,0,"M1 Agro, M4 Transformacao Digital",Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/FRz8ZnGK/falcon-analytics.png,https://falconbi.com.br,rafael@falconbi.com.br,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/in/eduardo-leao-0b38b426/,,,, 
PHANTRUMN,"Nossa missão é ser agente transformador na vida das pessoas, oferecendo soluções inteligentes para a saúde, bem-estar e qualidade de vida da forma mais ampla possível. A empresa nasce com um produto inovador: um kit multifuncional e multidirecional, acessível, universal e inclusivo, capaz de trabalhar todas as capacidades físicas com mais de 500 possibilidades de exercícios.",Startup,"Esporte, Gestão de resíduos, Saúde",Nenhuma,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico),Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude,Sim,Sim,Ouro Preto,MG,https://i.postimg.cc/PxPsTXqG/avatar.png,https://phantrumn.com,caioneru@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,"SEEDES, BioPark","E-commerce (Se concentra na venda de produtos, através de uma loja virtual na internet)","B2B (empresa para empresa), B2C (empresa para consumidor)",2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/in/caio-neruda-45186b80/,,,, 
Saúde Conecta,"Criamos soluções de saúde digital para melhorar o dia a dia dos profissionais e trazer qualidade de atendimento e atenção aos usuários, sem perder de vista a gestão em saúde. São processos participativos pesquisa, inovação e criação para desenvolvermos, juntos, a melhor ferramenta digital para você. Nossa consultoria em Saúde Pública de Precisão analisa os dados de saúde do município ou serviço de saúde e identifica oportunidades de transformação digital capazes ao mesmo tempo de reduzir custos, melhorar os resultados em saúde e aumentar a satisfação de profissionais e usuários. A fusão de conhecimentos é o que nos permite inovar. A Saúde Conecta tem profissionais com experiência em saúde pública e transformação digital em nível internacional. No nosso time, você encontra:
- Conhecimento do cotidiano dos profissionais de saúde.
- Conhecimento de métodos epidemiológicos e de análise preditiva.
- Criatividade no uso de tecnologias.
Esse conjunto de habilidades e competências nos dão uma visão das mudanças tecnológicas que estão acontecendo e das que estão por vir.",Startup,Saúde,"Big Data, IOT (Internet das Coisas)","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/HnRkHhRZ/5-versao-preferencial-CMYK.png,https://www.saudeconecta.com,renata@saudeconecta.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,BiotechTown,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2G (empresa para a administração pública),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,www.linkedin.com/company/saúde-conecta,,,, 
Brickup,"Estamos promovendo um acompanhamento e a rastreabilidade das atividades da obras conectando o canteiro através de um aplicativo. 
Com essa solução estamos tendo vendas crescentes para construtoras de todo o Brasil, que estão conseguindo ter um melhor nível de gestão de seu negócio.",Startup,Construção,Big Data,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,1,1,0,0,"M3 Infra Mobilidade, M4 Transformacao Digital",Sim,Sim,Brumadinho,MG,https://i.postimg.cc/05J9jgDG/image.png,https://brickup.app,rafael@brickup.app,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,"InovAtiva, Capital Empreendedor Sebrae","SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/brickup/,,,, 
Taifun,"A Taifun é uma empresa cujo foco é atuar no desenvolvimento e fabricação de sensores para o mercado industrial, agro e medical.",Empresa de Base Tecnológica (EBT),"Agronegócio, Energia, Indústria 4.0, Saúde, Vendas",IOT (Internet das Coisas),"Operação (Fase em que a EBT atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,1,0,0,1,0,0,"M1 Agro, M4 Transformacao Digital",Sim,Sim,Santa Rita do Sapucaí,MG,https://i.postimg.cc/Kjv0g1R0/logo.png,http://www.taifun.com.br,amine@taifun.com.br,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,Fapemig Tecnova,Hardware (vende dispositivos físicos para consumidores ou empresas),B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/in/amine-youssef-helou-256766143,,,, 
Sambatech,"Somos a maior plataforma de video streaming da América Latina. Nossos produtos são desenvolvidos para garantir a melhor qualidade e escalabilidade do mercado. Cuidamos de toda a infraestrutura para garantir que seu vídeo toque, quando, como, onde e da forma como quiser. Fomos eleitos pela FastCompany como uma das companhias mais inovadoras da América Latina e ajudamos centenas de empresas a se comunicarem melhor com sua audiência através dos seus vídeos online.",Média e Grande Empresa,"Educação, Tecnologia da Informação e Comunicação (TIC)",,,Executores Diretos das Missões,0,0,0,1,0,1,"M4 Transformacao Digital, M6 Defesa Soberania",Sim,Sim,Nova Lima,MG,https://i.postimg.cc/L66B6sVR/image.png,https://sambatech.com/,luiz.castro@sambatech.com.br, , , , , , , , , ,Iniciativas com base tecnológica para a área de educação e distribuição de conteúdo através de plataformas com Inteligência Artificial e Aprendizado de Maquina (Machine Learning),,,,,Não,,,,, 
Satis Indústria e Comércio Ltda,INVESTIMENTO EM PESQUISA,Média e Grande Empresa,Agronegócio,,,Executores Diretos das Missões,1,0,0,0,1,0,"M1 Agro, M5 Bioeconomia Energia",Sim,Sim,Araxá,MG,https://i.postimg.cc/05TbVx6M/LOGO.png,http://www.satis.ind.br,fabiene@satis.ind.br, , , , , , , , , ,"Campo experimental - Laboratório e Setor de P&D - Parceria com Universidades, com Empresas, Embrapa, Fapemig.",,,,,Não,,,,, 
Robotictech Servico de tecnologia,"A Robotictech é uma empresa focada no desenvolvimento de soluções nas áreas de Machine Learning, Visão Computacional, Reconstrução 3D e Robótica em geral para os mais diversos setores da indústria. Nossos produtos e projetos visam a otimização das operações através da automação com foco em segurança, confiabilidade e tempo.",Startup,"Cidades inteligentes, Energia, Indústria 4.0","Deep Learning, IOT (Internet das Coisas), Machine Learning, Realidade aumentada",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico),Executores Diretos das Missões,0,0,1,1,0,1,"M3 Infra Mobilidade, M4 Transformacao Digital, M6 Defesa Soberania",Sim,Sim,Juiz de Fora,MG,https://i.postimg.cc/qvyYsjZK/LOGO.png,https://www.robotictech.com.br/,contato@robotictech.com.br,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/robotictech,,,, 
