nome_organizacao,descricao_organizacao,categoria_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio,papel_no_ecossistema,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,missoes_previstas
Eletrobio,"Somos especializados e mais do que isso, apaixonados por auxiliar as empresas a economizarem com o ciclo de vida útil do equipamento eletrônicos.
Além disso, priorizamos o reaproveitamento dos equipamentos para que pessoas com baixo poder aquisitivo possam também ter acesso a tecnologia e informação.
Essa é a Eletrobio, contribuímos para que menos recursos naturais sejam extraídos do meio ambiente, para que os equipamentos de TI possam ter maior rendimento e geramos receitas com os equipamentos obsoletos em parceria com diversas instituições que beneficiam a Inclusão Digital.",Startup,Ciências biológicas,,,Executores Diretos das Missões,0,0,0,0,1,0,M5 Bioeconomia Energia
Edur,"A Edur é movida à facilitar a Jornada de pessoas com Síndrome de Down e demais limitações cognitivas na busca pela autonomia através da incrível união entre educação e tecnologia. Temos como objetivo mudar o cenário da educação especial proporcionando, de fato, inclusão através da tecnologia. Todo nosso trabalho é voltado a mudar o mindset do mercado e da família para levarmos maior independência a essas pessoas através de conteúdos e parcerias, sempre visando a importância que um ensino de qualidade têm em suas vidas.",Startup,Educação,,,Executores Diretos das Missões,0,0,0,0,0,0,
EducareBox,"A Educare Box é a agenda digital mais completa e intuitiva do mercado. Por acreditar na profunda importância da participação dos pais no processo de aprendizado dos filhos, oferecemos a melhor ferramenta de registro acadêmico e automatização da comunicação com pais e alunos. Nossa ferramenta oferece soluções inteligentes que irão revolucionar a forma como as escolas se comunicam.
Com este aplicativo, pais e responsáveis poderão ter o acompanhamento completo do desenvolvimento acadêmico dos seus filhos. Ficarão informados do calendário e atividades dos alunos, notas, outras atualizações acadêmicas e comunicados/informações dos colégios.",Startup,Educação,,3. Tração,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Ecoshower,Desenvolve e fabrica produtos inovadores que reduzem o consumo de água e de energia durante o bannho diário,Startup,Ciências biológicas,,1. Ideação,Executores Diretos das Missões,1,0,0,0,1,0,"M1 Agro, M5 Bioeconomia Energia"
ECONOINFO,"Econoinfo oferece conhecimento sobre governança corporativa e mercados de capitais.
Atualmente a empresa também pesquisa e desenvolve robôs de investimento para automaticamente aplicarem no mercado financeiro ao combinar técnicas oriundas de áreas como Ciência dos Dados, Finanças, Economia e outras.",Startup,Finanças,,,Executores Diretos das Missões,1,0,0,1,0,0,"M1 Agro, M4 Transformacao Digital"
EcoMud,"Startup com soluções de baixo custo para o setor da construção civil, especialmente focada em pavimentação de estradas. Todas as tecnologias utilizadas possuem como matéria prima principal os rejeitos da mineração.",Startup,Construção,,,Executores Diretos das Missões,0,0,1,0,1,0,"M3 Infra Mobilidade, M5 Bioeconomia Energia"
Ecobonuz Marketing e Fidelidade,"A Ecobonuz é um programa de fidelidade pioneiro que une sistemas de transporte coletivo e varejo no Brasil. Com presença nacional, temos a missão de proporcionar benefícios para nossos clientes utilizando nossa expertise em marketing, fidelização, tecnologia, CRM e business intelligence.",Startup,Publicidade,,,Executores Diretos das Missões,0,0,0,0,1,0,M5 Bioeconomia Energia
eBidOne,"A eBid Tecnologia possui uma plataforma integrada de gestão de concorrência e precificação para o setor industrial e automotivo que conecta as diversas partes envolvidas (eBidOne)
Além disso oferece serviços de consultoria de Transformação Digital com foco nas áreas de Sourcing/Pricing e Competitividade.",Startup,Gestão de negócios,,3. Tração,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Easy Houses,"Somos um plataforma online para anunciar, descobrir e reservar acomodações compartilhadas.",Startup,Imóveis,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Easy Gestão Estratégica,"Automatizamos o processo de compras para condomínios, hotéis, escolas e pequenas e médias empresas. Reduzindo assim, os custos de aquisição e administrativos, mitigando o risco de desabastecimento. Tudo com total transparência e auditabilidade.",Startup,Gestão de negócios,,2. Operação,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
E-sol Brasil,"E-sol Brasil é uma das empresas pioneira no mercado de energia solar brasileiro. Desde 2011 oferecemos soluções em energia solar fotovoltaica e eficiência energética dentro do cenário de industria 4.0.
 
 Iniciamos nossas operações em Frutal/MG fabricando com tecnologia própria os painéis fotovoltaicos nos projetos ES-P63EB (painel solar fotovoltaico de 65W) e ES-M66EB (painel solar fotovoltaico de 144W).
 
 Em 2013 mudamos nossa operação para o modelo de turn-key onde agora implantamos soluções que permitem reduzir a sua conta de energia elétrica em até 98%. Somos completos, entregamos a solução para a sua necessidade.
 
 Dimensionamos a sua usina solar fotovoltaica, auxiliamos nas tratativas de um possível financiamento, realizamos a instalação do projeto e acompanhamos todo o processo de homologação e ativação do sistema solar.
 
 Fazemos tudo para que a sua casa, condomínio, empresa ou fazenda possa produzir energia limpa e barata ficando livre dos aumentos impostos pelas distribuidoras.",Empresa de Base Tecnológica (EBT),Energia,,,Executores Diretos das Missões,0,0,1,0,1,0,"M3 Infra Mobilidade, M5 Bioeconomia Energia"
E-Saúde App,Aplicativo de busca e demanda espontânea de profissionais de saúde. Acesso imediato e agendado à profissionais de saúde nas redondezas ou de acordo com suas habilidades (especializações) específicas.,Startup,Saúde,,,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
e-prowork,"O e-prowork é uma plataforma na internet, em nuvem, que tem como foco o incremento da produtividade de seu negocio de forma fácil e objetiva, sem a necessidade de contratação de consultorias e ou investimentos significativos no seus processos atuais.",Startup,Gestão de negócios,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
E-ctare,"O QUE É ECTARE • Plataforma eletrônica inovadora que aproxima produtores de café (vendedores) dos compradores; • Através de parceiros credenciados (armazéns), recebemos e avaliamos cada lote de café, sua procedência e qualidade; • Os atributos são então lançados na plataforma e liberados para comercialização. Através de logins diferenciados, produtor e comprador acessam sua respectiva área na plataforma, via aplicativo ou web, aonde a comercialização acontece; • Através de logins diferenciados, produtor e comprador acessam sua respectiva área na plataforma, via aplicativo ou web, aonde a comercialização acontece; • Atua como modulador das transações, interferindo a cada não conformidade apontada pelos agentes.",Startup,Agronegócio,,,Executores Diretos das Missões,1,0,0,1,0,0,"M1 Agro, M4 Transformacao Digital"
e-Consultar,"Plataforma marketplace para realizar consultas por vídeo-conferência. Permite prestadores de serviço disponibilizarem agenda de atendimento e clientes agendar, pagar e realizar consultas.",Startup,Saúde,,3. Tração,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
E-Com Club,"A E-Com Club é uma plataforma de lojas virtuais versátil, completa e intuitiva, destinada a médias e pequenas empresas. Oferecemos integrações com ferramentas externas, páginas adaptadas a dispositivos móveis, ferramentas de análise e diversos outros recursos ao melhor custo benefício do mercado, com a missão de fornecer a melhor experiência em e-commerce a nossos lojistas e seus clientes.",Startup,Varejo,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
E-auditoria,"Soluções de auditoria eletrônica: auditoria fiscal, auditoria digital, cruzamento de dados, armazenamento de NF-e, auditoria contábil, SPED, EFD Contribuições, EFD ICMSIPI, ECF, EFD, contabilidade, contábil, fisco, receita, fiscalizacao, eSocial, ICMS, PIS/COFINS, ECD, DIFAL, MVA Ajustada, XML e notas fiscais",Startup,Direito,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Dynamics Sales,"Dynamics Sales é uma Plataforma Omnichannel na nuvem que pode ser acessado de celular e outros dispositivos móveis. A plataforma atende o vendedor externo, tele-vendas, frente de loja, E-Commerce .",Startup,Varejo,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
DUCERE - Soluções em Saúde,"Empresa de Gestão, Capacitação e Inovação em Saúde, desenvolvendo
soluções disruptivas para melhoria da qualidade de vida da população.",Startup,Saúde,,,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
DUCASH,Clube de Descontos na Internet e também perto de VC!,Startup,Finanças,,,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
DS Print3D,"Serviços de impressão 3D
Desenvolva projetos de excelência e no menor tempo, com as nossas tecnologias 3d. Espaço inovador e metodologias modernas. Trabalho é garantido e segue os mais altos padrões da indústria.",Startup,Indústria 4.0,,,Executores Diretos das Missões,0,0,1,1,0,0,"M3 Infra Mobilidade, M4 Transformacao Digital"
Dropo,"Software ERP flexível e personalizável, ideal para pequenas e médias empresas. Nossa tecnologia é única e permite que você já comece a trabalhar imediatamente. Com a Dropo você terá a solução de gestão do seu jeito, personalizando seus dados ou processos, usando ferramentas visuais ou desenvolvendo código.",Startup,Tecnologia da informação,,3. Tração,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Droplab,"Somos um marketplace de serviços para odontologia. Basicamente o dentista acessa nosso site, faz o pedido de uma prótese e nós direcionamos o serviço para o laboratório homologado mais próximo para confeccionar o pedido.
Além disso também oferecemos uma ferramenta para os laboratórios receberem diretamente no site deles esses pedidos, com o intuito de manter a identidade visual dos laboratórios.",Startup,Saúde,,,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
DRONI,"O DRONI é a solução para a gerenciar o dia a dia das equipes de projetos. Nossa proposta é alinhar a comunicação e a gestão de tarefas para entregar projetos dentro do prazo, escopo e qualidade de forma transparente para todos os envolvidos.",Startup,Gestão de negócios,,2. Operação,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
DressBox,Com o aplicativo DressBox você encontra uma variedade de roupas disponíveis para locação. São peças para qualquer gosto e qualquer ocasião! E o melhor de tudo: super baratinho.,Startup,Moda,,3. Tração,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Doutorapp,"Telemedicina: Atenda seus pacientes sem sair de casa
Através de um link você e seu paciente se conectam em uma sala virtual sigilosa e segura, com total privacidade onde você poderá orientar seus pacientes remotamente.
Gratuito durante o período de combate a COVID-19",Startup,Saúde,,,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
Doutor Agora,a Doutor Agora oferece atendimento médico acessível com agilidade. O valor do atendimento inclui qualquer exame ou procedimento que o médico julgue necessário você fazer Você não precisa de agendamento e nem fica esperando em fila. O respeito com o paciente é essencial para nossa equipe.,Startup,Saúde,,,Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
Donuz,"Programa de fidelização de clientes!
A Donuz possui um software único para criação de um programa de fidelização online focado no relacionamento com clientes e aumento de vendas.",Startup,Publicidade,,4. Escala,Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Dojo Desenvolvimento Profissional,a DOJO Desenvolvimento Profissional consolida sua atuação na produção e distribuição de treinamentos profissionais no setor industrial automobilístico.,Startup,Educação,,,Executores Diretos das Missões,0,0,0,0,0,0,
Divishop,"O Divishop reuniu o melhor da capital mineira da moda ao longo de 15 anos de existência, se consolidando como polo da moda no Brasil inteiro. Hoje abastece centenas de cidades em toda a Minas Gerais, além de outros estados como: Rio de Janeiro, São Paulo, Bahia, Espírito Santo, Distrito Federal e Sergipe, que são atraídos pela qualidade, preço e atendimento das pronta entregas divinopolitanas.
 Moda feminia, masculina, infantil e infanto-juvenil, plus size, jeans, moda praia e fitness, moda íntima e acessórios. Peças fabricadas em alto padrão de qualidade com cores, tamanhos e tecidos variados para atender os consumidores mais exigentes.
 Tudo em um só local, oferecendo o que há de melhor do mundo da moda para garantir o sucesso de seus negócios.",Média e Grande Empresa,Têxtil e Vestuário,,,Executores Diretos das Missões,0,0,1,1,0,0,"M3 Infra Mobilidade, M4 Transformacao Digital"
